slide_name,coords_x,coords_y
normal_050.tif,18368.0,104288.0
normal_050.tif,18368.0,104736.0
normal_050.tif,18368.0,105184.0
normal_050.tif,18368.0,105632.0
normal_050.tif,18368.0,106080.0
normal_050.tif,18368.0,106528.0
normal_050.tif,18368.0,106976.0
normal_050.tif,18368.0,107872.0
normal_050.tif,18368.0,108320.0
normal_050.tif,18368.0,108768.0
normal_050.tif,18368.0,109216.0
normal_050.tif,18368.0,110560.0
normal_050.tif,18816.0,96672.0
normal_050.tif,18816.0,97120.0
normal_050.tif,18816.0,97568.0
normal_050.tif,18816.0,98016.0
normal_050.tif,18816.0,98464.0
normal_050.tif,18816.0,98912.0
normal_050.tif,18816.0,99360.0
normal_050.tif,18816.0,99808.0
normal_050.tif,18816.0,100256.0
normal_050.tif,18816.0,100704.0
normal_050.tif,18816.0,101152.0
normal_050.tif,18816.0,101600.0
normal_050.tif,18816.0,102048.0
normal_050.tif,18816.0,102496.0
normal_050.tif,18816.0,102944.0
normal_050.tif,18816.0,103392.0
normal_050.tif,18816.0,103840.0
normal_050.tif,18816.0,104288.0
normal_050.tif,18816.0,104736.0
normal_050.tif,18816.0,105184.0
normal_050.tif,18816.0,105632.0
normal_050.tif,18816.0,106080.0
normal_050.tif,18816.0,106528.0
normal_050.tif,18816.0,106976.0
normal_050.tif,18816.0,107424.0
normal_050.tif,18816.0,107872.0
normal_050.tif,18816.0,108320.0
normal_050.tif,18816.0,108768.0
normal_050.tif,18816.0,109216.0
normal_050.tif,18816.0,110560.0
normal_050.tif,18816.0,145056.0
normal_050.tif,18816.0,168352.0
normal_050.tif,19264.0,96224.0
normal_050.tif,19264.0,96672.0
normal_050.tif,19264.0,97120.0
normal_050.tif,19264.0,97568.0
normal_050.tif,19264.0,98016.0
normal_050.tif,19264.0,98464.0
normal_050.tif,19264.0,98912.0
normal_050.tif,19264.0,99360.0
normal_050.tif,19264.0,99808.0
normal_050.tif,19264.0,100256.0
normal_050.tif,19264.0,100704.0
normal_050.tif,19264.0,101152.0
normal_050.tif,19264.0,101600.0
normal_050.tif,19264.0,102048.0
normal_050.tif,19264.0,102496.0
normal_050.tif,19264.0,102944.0
normal_050.tif,19264.0,103392.0
normal_050.tif,19264.0,103840.0
normal_050.tif,19264.0,104288.0
normal_050.tif,19264.0,104736.0
normal_050.tif,19264.0,105184.0
normal_050.tif,19264.0,105632.0
normal_050.tif,19264.0,106080.0
normal_050.tif,19264.0,106528.0
normal_050.tif,19264.0,106976.0
normal_050.tif,19264.0,107424.0
normal_050.tif,19264.0,107872.0
normal_050.tif,19264.0,108320.0
normal_050.tif,19264.0,108768.0
normal_050.tif,19264.0,109216.0
normal_050.tif,19264.0,144160.0
normal_050.tif,19264.0,144608.0
normal_050.tif,19264.0,145056.0
normal_050.tif,19264.0,145504.0
normal_050.tif,19264.0,145952.0
normal_050.tif,19264.0,154016.0
normal_050.tif,19264.0,165664.0
normal_050.tif,19264.0,166112.0
normal_050.tif,19264.0,167456.0
normal_050.tif,19264.0,168800.0
normal_050.tif,19264.0,169248.0
normal_050.tif,19712.0,95776.0
normal_050.tif,19712.0,96224.0
normal_050.tif,19712.0,96672.0
normal_050.tif,19712.0,97120.0
normal_050.tif,19712.0,97568.0
normal_050.tif,19712.0,98016.0
normal_050.tif,19712.0,98464.0
normal_050.tif,19712.0,98912.0
normal_050.tif,19712.0,99360.0
normal_050.tif,19712.0,99808.0
normal_050.tif,19712.0,100256.0
normal_050.tif,19712.0,100704.0
normal_050.tif,19712.0,101152.0
normal_050.tif,19712.0,101600.0
normal_050.tif,19712.0,102048.0
normal_050.tif,19712.0,102496.0
normal_050.tif,19712.0,102944.0
normal_050.tif,19712.0,103392.0
normal_050.tif,19712.0,103840.0
normal_050.tif,19712.0,104288.0
normal_050.tif,19712.0,104736.0
normal_050.tif,19712.0,105184.0
normal_050.tif,19712.0,105632.0
normal_050.tif,19712.0,106080.0
normal_050.tif,19712.0,106528.0
normal_050.tif,19712.0,106976.0
normal_050.tif,19712.0,107424.0
normal_050.tif,19712.0,107872.0
normal_050.tif,19712.0,108320.0
normal_050.tif,19712.0,108768.0
normal_050.tif,19712.0,109216.0
normal_050.tif,19712.0,109664.0
normal_050.tif,19712.0,110112.0
normal_050.tif,19712.0,143264.0
normal_050.tif,19712.0,143712.0
normal_050.tif,19712.0,144160.0
normal_050.tif,19712.0,144608.0
normal_050.tif,19712.0,145056.0
normal_050.tif,19712.0,145504.0
normal_050.tif,19712.0,145952.0
normal_050.tif,19712.0,146400.0
normal_050.tif,19712.0,147296.0
normal_050.tif,19712.0,152672.0
normal_050.tif,19712.0,153120.0
normal_050.tif,19712.0,154016.0
normal_050.tif,19712.0,154464.0
normal_050.tif,19712.0,154912.0
normal_050.tif,19712.0,165664.0
normal_050.tif,19712.0,167456.0
normal_050.tif,20160.0,95328.0
normal_050.tif,20160.0,95776.0
normal_050.tif,20160.0,96224.0
normal_050.tif,20160.0,96672.0
normal_050.tif,20160.0,97120.0
normal_050.tif,20160.0,97568.0
normal_050.tif,20160.0,98016.0
normal_050.tif,20160.0,98464.0
normal_050.tif,20160.0,98912.0
normal_050.tif,20160.0,99360.0
normal_050.tif,20160.0,99808.0
normal_050.tif,20160.0,100256.0
normal_050.tif,20160.0,100704.0
normal_050.tif,20160.0,101152.0
normal_050.tif,20160.0,101600.0
normal_050.tif,20160.0,102048.0
normal_050.tif,20160.0,102496.0
normal_050.tif,20160.0,102944.0
normal_050.tif,20160.0,103392.0
normal_050.tif,20160.0,103840.0
normal_050.tif,20160.0,104288.0
normal_050.tif,20160.0,104736.0
normal_050.tif,20160.0,105184.0
normal_050.tif,20160.0,105632.0
normal_050.tif,20160.0,106080.0
normal_050.tif,20160.0,106528.0
normal_050.tif,20160.0,106976.0
normal_050.tif,20160.0,107424.0
normal_050.tif,20160.0,107872.0
normal_050.tif,20160.0,108320.0
normal_050.tif,20160.0,108768.0
normal_050.tif,20160.0,109216.0
normal_050.tif,20160.0,109664.0
normal_050.tif,20160.0,143264.0
normal_050.tif,20160.0,143712.0
normal_050.tif,20160.0,144160.0
normal_050.tif,20160.0,144608.0
normal_050.tif,20160.0,145056.0
normal_050.tif,20160.0,145504.0
normal_050.tif,20160.0,145952.0
normal_050.tif,20160.0,146400.0
normal_050.tif,20160.0,146848.0
normal_050.tif,20160.0,151328.0
normal_050.tif,20160.0,151776.0
normal_050.tif,20160.0,152224.0
normal_050.tif,20160.0,152672.0
normal_050.tif,20160.0,153120.0
normal_050.tif,20160.0,154016.0
normal_050.tif,20160.0,154464.0
normal_050.tif,20160.0,154912.0
normal_050.tif,20160.0,167008.0
normal_050.tif,20160.0,167456.0
normal_050.tif,20160.0,167904.0
normal_050.tif,20160.0,169696.0
normal_050.tif,20608.0,94880.0
normal_050.tif,20608.0,95328.0
normal_050.tif,20608.0,95776.0
normal_050.tif,20608.0,96224.0
normal_050.tif,20608.0,96672.0
normal_050.tif,20608.0,97120.0
normal_050.tif,20608.0,97568.0
normal_050.tif,20608.0,98016.0
normal_050.tif,20608.0,98464.0
normal_050.tif,20608.0,98912.0
normal_050.tif,20608.0,99360.0
normal_050.tif,20608.0,99808.0
normal_050.tif,20608.0,100256.0
normal_050.tif,20608.0,100704.0
normal_050.tif,20608.0,101152.0
normal_050.tif,20608.0,101600.0
normal_050.tif,20608.0,102048.0
normal_050.tif,20608.0,102496.0
normal_050.tif,20608.0,102944.0
normal_050.tif,20608.0,103392.0
normal_050.tif,20608.0,103840.0
normal_050.tif,20608.0,104288.0
normal_050.tif,20608.0,104736.0
normal_050.tif,20608.0,105184.0
normal_050.tif,20608.0,105632.0
normal_050.tif,20608.0,106080.0
normal_050.tif,20608.0,106528.0
normal_050.tif,20608.0,106976.0
normal_050.tif,20608.0,107424.0
normal_050.tif,20608.0,107872.0
normal_050.tif,20608.0,108320.0
normal_050.tif,20608.0,108768.0
normal_050.tif,20608.0,109216.0
normal_050.tif,20608.0,109664.0
normal_050.tif,20608.0,110560.0
normal_050.tif,20608.0,143264.0
normal_050.tif,20608.0,143712.0
normal_050.tif,20608.0,144160.0
normal_050.tif,20608.0,144608.0
normal_050.tif,20608.0,145056.0
normal_050.tif,20608.0,145504.0
normal_050.tif,20608.0,145952.0
normal_050.tif,20608.0,146400.0
normal_050.tif,20608.0,151328.0
normal_050.tif,20608.0,151776.0
normal_050.tif,20608.0,152224.0
normal_050.tif,20608.0,153120.0
normal_050.tif,20608.0,153568.0
normal_050.tif,20608.0,167008.0
normal_050.tif,20608.0,167456.0
normal_050.tif,21056.0,94432.0
normal_050.tif,21056.0,94880.0
normal_050.tif,21056.0,95328.0
normal_050.tif,21056.0,95776.0
normal_050.tif,21056.0,96224.0
normal_050.tif,21056.0,96672.0
normal_050.tif,21056.0,97120.0
normal_050.tif,21056.0,97568.0
normal_050.tif,21056.0,98016.0
normal_050.tif,21056.0,98464.0
normal_050.tif,21056.0,98912.0
normal_050.tif,21056.0,99360.0
normal_050.tif,21056.0,99808.0
normal_050.tif,21056.0,100256.0
normal_050.tif,21056.0,100704.0
normal_050.tif,21056.0,101152.0
normal_050.tif,21056.0,101600.0
normal_050.tif,21056.0,102048.0
normal_050.tif,21056.0,102496.0
normal_050.tif,21056.0,102944.0
normal_050.tif,21056.0,103392.0
normal_050.tif,21056.0,103840.0
normal_050.tif,21056.0,104288.0
normal_050.tif,21056.0,104736.0
normal_050.tif,21056.0,105184.0
normal_050.tif,21056.0,105632.0
normal_050.tif,21056.0,106080.0
normal_050.tif,21056.0,106528.0
normal_050.tif,21056.0,106976.0
normal_050.tif,21056.0,107424.0
normal_050.tif,21056.0,107872.0
normal_050.tif,21056.0,108320.0
normal_050.tif,21056.0,108768.0
normal_050.tif,21056.0,109216.0
normal_050.tif,21056.0,109664.0
normal_050.tif,21056.0,111456.0
normal_050.tif,21056.0,143712.0
normal_050.tif,21056.0,144160.0
normal_050.tif,21056.0,144608.0
normal_050.tif,21056.0,145056.0
normal_050.tif,21056.0,145504.0
normal_050.tif,21056.0,145952.0
normal_050.tif,21056.0,146400.0
normal_050.tif,21056.0,146848.0
normal_050.tif,21056.0,147296.0
normal_050.tif,21056.0,147744.0
normal_050.tif,21056.0,148192.0
normal_050.tif,21056.0,148640.0
normal_050.tif,21056.0,149088.0
normal_050.tif,21056.0,150432.0
normal_050.tif,21056.0,153120.0
normal_050.tif,21056.0,165664.0
normal_050.tif,21504.0,94432.0
normal_050.tif,21504.0,94880.0
normal_050.tif,21504.0,95328.0
normal_050.tif,21504.0,95776.0
normal_050.tif,21504.0,96224.0
normal_050.tif,21504.0,96672.0
normal_050.tif,21504.0,97120.0
normal_050.tif,21504.0,97568.0
normal_050.tif,21504.0,98016.0
normal_050.tif,21504.0,98464.0
normal_050.tif,21504.0,98912.0
normal_050.tif,21504.0,99360.0
normal_050.tif,21504.0,99808.0
normal_050.tif,21504.0,100256.0
normal_050.tif,21504.0,100704.0
normal_050.tif,21504.0,101152.0
normal_050.tif,21504.0,101600.0
normal_050.tif,21504.0,102048.0
normal_050.tif,21504.0,102496.0
normal_050.tif,21504.0,102944.0
normal_050.tif,21504.0,103392.0
normal_050.tif,21504.0,103840.0
normal_050.tif,21504.0,104288.0
normal_050.tif,21504.0,104736.0
normal_050.tif,21504.0,105184.0
normal_050.tif,21504.0,105632.0
normal_050.tif,21504.0,106080.0
normal_050.tif,21504.0,106528.0
normal_050.tif,21504.0,106976.0
normal_050.tif,21504.0,107424.0
normal_050.tif,21504.0,107872.0
normal_050.tif,21504.0,108320.0
normal_050.tif,21504.0,108768.0
normal_050.tif,21504.0,109216.0
normal_050.tif,21504.0,109664.0
normal_050.tif,21504.0,144160.0
normal_050.tif,21504.0,144608.0
normal_050.tif,21504.0,145056.0
normal_050.tif,21504.0,145504.0
normal_050.tif,21504.0,145952.0
normal_050.tif,21504.0,146400.0
normal_050.tif,21504.0,147296.0
normal_050.tif,21504.0,147744.0
normal_050.tif,21504.0,148192.0
normal_050.tif,21504.0,148640.0
normal_050.tif,21504.0,149088.0
normal_050.tif,21504.0,149536.0
normal_050.tif,21504.0,149984.0
normal_050.tif,21504.0,150432.0
normal_050.tif,21504.0,165216.0
normal_050.tif,21504.0,168352.0
normal_050.tif,21952.0,94432.0
normal_050.tif,21952.0,94880.0
normal_050.tif,21952.0,95328.0
normal_050.tif,21952.0,95776.0
normal_050.tif,21952.0,96224.0
normal_050.tif,21952.0,96672.0
normal_050.tif,21952.0,97120.0
normal_050.tif,21952.0,97568.0
normal_050.tif,21952.0,98016.0
normal_050.tif,21952.0,98464.0
normal_050.tif,21952.0,98912.0
normal_050.tif,21952.0,99360.0
normal_050.tif,21952.0,99808.0
normal_050.tif,21952.0,100256.0
normal_050.tif,21952.0,100704.0
normal_050.tif,21952.0,101152.0
normal_050.tif,21952.0,101600.0
normal_050.tif,21952.0,102048.0
normal_050.tif,21952.0,102496.0
normal_050.tif,21952.0,102944.0
normal_050.tif,21952.0,103392.0
normal_050.tif,21952.0,103840.0
normal_050.tif,21952.0,104288.0
normal_050.tif,21952.0,104736.0
normal_050.tif,21952.0,105184.0
normal_050.tif,21952.0,105632.0
normal_050.tif,21952.0,106080.0
normal_050.tif,21952.0,106528.0
normal_050.tif,21952.0,106976.0
normal_050.tif,21952.0,107424.0
normal_050.tif,21952.0,107872.0
normal_050.tif,21952.0,108320.0
normal_050.tif,21952.0,108768.0
normal_050.tif,21952.0,109216.0
normal_050.tif,21952.0,109664.0
normal_050.tif,21952.0,144608.0
normal_050.tif,21952.0,145056.0
normal_050.tif,21952.0,145504.0
normal_050.tif,21952.0,145952.0
normal_050.tif,21952.0,146400.0
normal_050.tif,21952.0,147296.0
normal_050.tif,21952.0,147744.0
normal_050.tif,21952.0,148192.0
normal_050.tif,21952.0,149088.0
normal_050.tif,21952.0,149536.0
normal_050.tif,21952.0,149984.0
normal_050.tif,21952.0,150432.0
normal_050.tif,21952.0,150880.0
normal_050.tif,21952.0,151328.0
normal_050.tif,21952.0,151776.0
normal_050.tif,21952.0,157600.0
normal_050.tif,22400.0,94432.0
normal_050.tif,22400.0,94880.0
normal_050.tif,22400.0,95328.0
normal_050.tif,22400.0,95776.0
normal_050.tif,22400.0,96224.0
normal_050.tif,22400.0,96672.0
normal_050.tif,22400.0,97120.0
normal_050.tif,22400.0,97568.0
normal_050.tif,22400.0,98016.0
normal_050.tif,22400.0,98464.0
normal_050.tif,22400.0,98912.0
normal_050.tif,22400.0,99360.0
normal_050.tif,22400.0,99808.0
normal_050.tif,22400.0,100256.0
normal_050.tif,22400.0,100704.0
normal_050.tif,22400.0,101152.0
normal_050.tif,22400.0,101600.0
normal_050.tif,22400.0,102048.0
normal_050.tif,22400.0,102496.0
normal_050.tif,22400.0,102944.0
normal_050.tif,22400.0,103392.0
normal_050.tif,22400.0,103840.0
normal_050.tif,22400.0,104288.0
normal_050.tif,22400.0,104736.0
normal_050.tif,22400.0,105184.0
normal_050.tif,22400.0,105632.0
normal_050.tif,22400.0,106080.0
normal_050.tif,22400.0,106528.0
normal_050.tif,22400.0,106976.0
normal_050.tif,22400.0,107424.0
normal_050.tif,22400.0,107872.0
normal_050.tif,22400.0,108320.0
normal_050.tif,22400.0,108768.0
normal_050.tif,22400.0,109216.0
normal_050.tif,22400.0,109664.0
normal_050.tif,22400.0,145056.0
normal_050.tif,22400.0,145504.0
normal_050.tif,22400.0,145952.0
normal_050.tif,22400.0,146400.0
normal_050.tif,22400.0,146848.0
normal_050.tif,22400.0,147296.0
normal_050.tif,22400.0,147744.0
normal_050.tif,22400.0,148192.0
normal_050.tif,22400.0,148640.0
normal_050.tif,22400.0,149088.0
normal_050.tif,22400.0,149536.0
normal_050.tif,22400.0,149984.0
normal_050.tif,22400.0,150432.0
normal_050.tif,22400.0,150880.0
normal_050.tif,22400.0,151328.0
normal_050.tif,22400.0,151776.0
normal_050.tif,22400.0,152224.0
normal_050.tif,22400.0,152672.0
normal_050.tif,22400.0,153120.0
normal_050.tif,22400.0,154016.0
normal_050.tif,22400.0,154464.0
normal_050.tif,22400.0,154912.0
normal_050.tif,22400.0,156256.0
normal_050.tif,22400.0,156704.0
normal_050.tif,22400.0,157152.0
normal_050.tif,22400.0,157600.0
normal_050.tif,22400.0,160736.0
normal_050.tif,22400.0,161184.0
normal_050.tif,22400.0,162080.0
normal_050.tif,22400.0,162528.0
normal_050.tif,22400.0,162976.0
normal_050.tif,22400.0,163424.0
normal_050.tif,22400.0,163872.0
normal_050.tif,22400.0,164320.0
normal_050.tif,22400.0,166112.0
normal_050.tif,22848.0,92192.0
normal_050.tif,22848.0,93984.0
normal_050.tif,22848.0,94432.0
normal_050.tif,22848.0,94880.0
normal_050.tif,22848.0,95328.0
normal_050.tif,22848.0,95776.0
normal_050.tif,22848.0,96224.0
normal_050.tif,22848.0,96672.0
normal_050.tif,22848.0,97120.0
normal_050.tif,22848.0,97568.0
normal_050.tif,22848.0,98016.0
normal_050.tif,22848.0,98464.0
normal_050.tif,22848.0,98912.0
normal_050.tif,22848.0,99360.0
normal_050.tif,22848.0,99808.0
normal_050.tif,22848.0,100256.0
normal_050.tif,22848.0,100704.0
normal_050.tif,22848.0,101152.0
normal_050.tif,22848.0,101600.0
normal_050.tif,22848.0,102048.0
normal_050.tif,22848.0,102496.0
normal_050.tif,22848.0,102944.0
normal_050.tif,22848.0,103392.0
normal_050.tif,22848.0,103840.0
normal_050.tif,22848.0,104288.0
normal_050.tif,22848.0,104736.0
normal_050.tif,22848.0,105184.0
normal_050.tif,22848.0,105632.0
normal_050.tif,22848.0,106080.0
normal_050.tif,22848.0,107872.0
normal_050.tif,22848.0,108320.0
normal_050.tif,22848.0,108768.0
normal_050.tif,22848.0,109216.0
normal_050.tif,22848.0,110112.0
normal_050.tif,22848.0,145056.0
normal_050.tif,22848.0,145504.0
normal_050.tif,22848.0,145952.0
normal_050.tif,22848.0,146400.0
normal_050.tif,22848.0,146848.0
normal_050.tif,22848.0,147296.0
normal_050.tif,22848.0,147744.0
normal_050.tif,22848.0,148192.0
normal_050.tif,22848.0,148640.0
normal_050.tif,22848.0,149088.0
normal_050.tif,22848.0,149536.0
normal_050.tif,22848.0,149984.0
normal_050.tif,22848.0,150432.0
normal_050.tif,22848.0,150880.0
normal_050.tif,22848.0,151328.0
normal_050.tif,22848.0,151776.0
normal_050.tif,22848.0,152224.0
normal_050.tif,22848.0,152672.0
normal_050.tif,22848.0,153120.0
normal_050.tif,22848.0,153568.0
normal_050.tif,22848.0,154016.0
normal_050.tif,22848.0,154464.0
normal_050.tif,22848.0,154912.0
normal_050.tif,22848.0,155360.0
normal_050.tif,22848.0,155808.0
normal_050.tif,22848.0,156704.0
normal_050.tif,22848.0,157152.0
normal_050.tif,22848.0,157600.0
normal_050.tif,22848.0,158048.0
normal_050.tif,22848.0,159392.0
normal_050.tif,22848.0,161184.0
normal_050.tif,22848.0,166560.0
normal_050.tif,23296.0,93088.0
normal_050.tif,23296.0,93536.0
normal_050.tif,23296.0,93984.0
normal_050.tif,23296.0,94432.0
normal_050.tif,23296.0,94880.0
normal_050.tif,23296.0,95328.0
normal_050.tif,23296.0,95776.0
normal_050.tif,23296.0,96224.0
normal_050.tif,23296.0,96672.0
normal_050.tif,23296.0,97120.0
normal_050.tif,23296.0,97568.0
normal_050.tif,23296.0,98016.0
normal_050.tif,23296.0,98464.0
normal_050.tif,23296.0,98912.0
normal_050.tif,23296.0,99360.0
normal_050.tif,23296.0,99808.0
normal_050.tif,23296.0,100256.0
normal_050.tif,23296.0,100704.0
normal_050.tif,23296.0,101152.0
normal_050.tif,23296.0,101600.0
normal_050.tif,23296.0,102048.0
normal_050.tif,23296.0,102496.0
normal_050.tif,23296.0,102944.0
normal_050.tif,23296.0,103392.0
normal_050.tif,23296.0,103840.0
normal_050.tif,23296.0,104288.0
normal_050.tif,23296.0,104736.0
normal_050.tif,23296.0,105184.0
normal_050.tif,23296.0,105632.0
normal_050.tif,23296.0,106080.0
normal_050.tif,23296.0,106528.0
normal_050.tif,23296.0,107872.0
normal_050.tif,23296.0,108320.0
normal_050.tif,23296.0,108768.0
normal_050.tif,23296.0,109216.0
normal_050.tif,23296.0,145056.0
normal_050.tif,23296.0,145504.0
normal_050.tif,23296.0,145952.0
normal_050.tif,23296.0,146400.0
normal_050.tif,23296.0,146848.0
normal_050.tif,23296.0,147296.0
normal_050.tif,23296.0,147744.0
normal_050.tif,23296.0,148192.0
normal_050.tif,23296.0,148640.0
normal_050.tif,23296.0,149088.0
normal_050.tif,23296.0,149536.0
normal_050.tif,23296.0,149984.0
normal_050.tif,23296.0,150432.0
normal_050.tif,23296.0,150880.0
normal_050.tif,23296.0,151328.0
normal_050.tif,23296.0,151776.0
normal_050.tif,23296.0,152224.0
normal_050.tif,23296.0,152672.0
normal_050.tif,23296.0,153120.0
normal_050.tif,23296.0,153568.0
normal_050.tif,23296.0,154016.0
normal_050.tif,23296.0,154464.0
normal_050.tif,23296.0,154912.0
normal_050.tif,23296.0,155360.0
normal_050.tif,23296.0,155808.0
normal_050.tif,23296.0,156256.0
normal_050.tif,23296.0,156704.0
normal_050.tif,23296.0,157152.0
normal_050.tif,23296.0,157600.0
normal_050.tif,23296.0,158048.0
normal_050.tif,23296.0,158496.0
normal_050.tif,23296.0,159392.0
normal_050.tif,23296.0,159840.0
normal_050.tif,23296.0,166112.0
normal_050.tif,23296.0,166560.0
normal_050.tif,23296.0,167456.0
normal_050.tif,23744.0,93536.0
normal_050.tif,23744.0,94432.0
normal_050.tif,23744.0,94880.0
